GDP,Unemployment,Inflation,Recession
3.0154997612479755,3.9806300340459866,1.6288196671392914,0
2.9656400595580994,5.0157659271337485,1.444989017416359,0
2.080391238388681,6.7669111491866225,1.9250787480318095,0
2.3453938120743927,4.792330534381219,1.2753303743064381,0
2.665631715701782,5.943819428146228,1.6124454862569726,0
2.9877725635611796,6.274634053429336,1.161485475187806,0
2.260412881077355,4.573069528421917,3.375307593041472,1
2.4071705116680913,5.4404746439382,2.02468448638021,0
1.946832512996986,2.2587326599309274,1.51019214440519,0
1.9018966879596646,4.47561235866571,2.1497859375139554,0
2.906262911197099,5.24743184860684,1.9213703652164191,0
3.1781200142854114,4.2522168180351505,1.8453212803267438,0
2.463994939209833,7.132411303931635,2.4299166900303977,0
3.001766448946012,4.0698586220393675,2.5302553970331134,1
2.680818012523817,5.0599555133030165,1.6286491966726309,0
2.177440122697438,5.630740577286091,1.596927231548724,0
2.680697802754207,6.941273289066116,1.8074638119938493,0
3.2690182832329846,4.064137848820561,0.38865518468509075,1
2.482086980445024,6.66316375215496,0.9393662564610135,0
3.282321827907003,5.510233061019587,2.956811987211167,0
1.1901274479551278,4.518491348952049,3.1514773994508984,0
2.910951252187612,5.96210347426327,1.825674772310535,0
2.543523534119086,5.69905969557347,2.4035898741390365,0
2.3504963247670663,4.899783122841205,2.217875108180475,1
2.545880388267751,5.569802084990019,4.155216565918666,0
1.5062155426995536,5.11468640313824,2.7837024380042035,0
2.390164056081244,5.613517345251248,1.9104576859634634,0
2.678556285755873,6.1621306745210465,1.331121691579702,0
3.238947022370758,7.086016816145352,0.8754875758196994,0
2.2408648908631763,4.2621845011731505,2.142424545107056,0
2.0957531985534064,7.633033374656266,1.4705544783009876,0
2.249121478207732,3.547912200477498,1.004422403281628,0
2.957701058851037,5.348214904964417,1.5473989810302315,0
2.6643755548298422,6.088317206484577,1.2429163974699236,0
2.235119898116481,5.7809918677350325,3.1809991445507952,0
2.756633716556678,4.877300480179406,2.6171478298646154,0
2.5485387746740202,5.291877749642725,1.9944191510783678,0
2.9843224952664444,5.006999065341168,3.035960897223018,0
2.148973453061324,4.910635243055788,2.054157815353333,1
2.336168926701116,6.349602097021025,1.3971010590702155,1
2.303945923433921,5.857015485965047,3.06618685408876,0
1.7682425259339407,4.807090404739346,2.377237030579261,0
2.648060138532288,6.399599875433251,1.2739276919714806,0
2.6305276360899446,5.807299520876609,1.8667629253414744,0
2.5025567283212307,6.31286211883896,1.38706722263067,0
2.3827064333124266,6.129628841923612,1.0320401883249648,0
1.7923146289747929,4.671004989077928,2.648324283272149,0
2.2896773386173206,4.939818959803031,3.336591648329091,0
2.328642741736615,6.247293605123262,1.0210026983266012,0
2.0988613653891903,6.110370265433465,2.3940784656833998,0
2.4193571441669954,5.479098406035852,1.5445502016147212,0
2.702025428407269,5.617327383308782,1.6590122313647129,0
3.443092950605265,6.7776648957884245,1.5853242530327916,0
2.5872889064159197,4.90842861116417,1.3952064612241288,0
2.6287751953613823,6.047097381170038,2.0339651395613787,0
2.462777042116916,5.297807347566106,1.4183349185122736,0
1.5406143923504794,5.282318796772779,2.189319778045887,0
2.4867430622753917,6.59877685198719,1.9648333233856041,0
2.530115104970513,6.32541634898803,1.832736367193513,0
3.731621056242643,6.313509636000639,1.3647054365708815,0
2.403819517609439,6.805478807154329,1.596260068602167,0
2.650773671166806,5.521003841632759,2.5287738580780292,1
2.4826441151473784,6.1819529712949635,2.3506420313370664,1
1.9156609811902339,5.189733243406544,1.3157113286410143,0
3.0714114072575103,5.824166352488442,2.069532613800458,0
2.875966516343387,5.369856945632315,2.525970986360252,0
2.8955159735215235,5.596995964992718,0.8314163032150399,0
2.0453062726026303,6.095157025436913,2.3803521346659546,1
3.2013971554680496,4.681779316766527,1.5361633687379075,0
1.7990744686038596,7.592387275685461,2.3994190680152117,0
2.793428546900135,4.493982618500298,1.4657185904202383,0
3.595227812904989,4.285811387212268,0.7365825295348367,0
2.004731837434656,6.658110873500068,0.8607202934817861,0
2.216851135198614,6.291662693962936,2.0336594626629676,0
2.549825682543821,6.124119817052155,2.1818057512050375,0
2.2482621729419003,6.12834550926428,1.366978362426914,1
1.7246682844669337,5.487753227153085,2.4470147211441615,1
2.5342814874030135,4.602745628514168,0.8369359564117282,0
1.9688481431369476,5.575804558193727,1.9537441409468783,0
2.736796215317591,4.822838288487889,1.1522886601662803,0
2.0402878828830984,6.475119733417751,1.5437147245384886,0
3.27496720250877,5.3529426184978615,2.03317906992149,0
2.1083733538318814,4.6745028032074885,1.3977106443012333,0
2.3389692418971624,5.178614158347006,1.7308111190391222,0
2.906758608684835,5.912931454275625,2.704404966450108,0
1.8845678417830225,4.936275447196025,1.5961756913337959,0
2.613729967302065,4.677779604433568,2.584984478445599,0
3.153571377141214,5.743687211491912,1.2092052017396675,1
1.6962583827193862,5.744966571108723,2.370862924540698,0
2.5923169292661523,4.99305682462887,3.0090980344605303,0
2.629941397124212,5.028961694381677,0.2698488499108975,1
2.890911435888655,5.732049937357636,1.4421733211706664,0
1.881524644560959,4.051915658502676,2.403950489026378,1
1.8397716934578618,4.092536225623444,1.8578682297699052,0
2.7609707828084487,4.781555778747564,2.259802111359916,0
2.648492336616593,5.286552848288153,1.5772103692989257,0
2.6252464251729384,5.810907565598004,2.06061285123103,0
2.673224104748488,6.975356216949552,1.8910259352255443,0
2.1599876392107547,6.35765962320202,2.817447443161865,0
2.616126848580502,5.340061470036573,2.1780945903108493,0
2.646536236649341,5.4809837920973115,2.2363218634526416,0
2.142824290986816,4.497470635362191,1.7116861237142729,1
3.4328872555723784,5.48148686400761,1.6586756431492544,1
2.7369164604558938,5.211341361079862,1.6972092685262654,0
1.9043482513986758,5.82271856033809,2.276116499664808,0
2.828276804316915,4.672769056447677,1.705310863425816,0
2.0126591648863394,6.019346514241172,2.202842399827489,0
2.893542301871226,7.032738913002578,3.4527805590518073,1
3.079297789503702,5.391239851543142,2.6097872924021845,0
2.0896588408241445,5.901711722098941,1.7717835274825111,0
2.981688064622161,6.190143991711112,2.8408497455147614,0
2.706390463468249,5.0987795281141635,1.7143472388849141,0
2.911030079997245,5.724092481810417,0.5733128253755024,0
3.4483964913269736,5.512592400781795,1.2943395823578172,1
2.3773059419985647,5.597676098548832,0.6904456552819012,0
2.1231319178212553,4.726990216144533,1.7539405611710839,0
2.0552427851872386,5.524510174258943,2.0128928654326863,0
2.0920948575172806,5.99799829124545,3.173506118592698,1
2.461449145292948,6.951143607795042,2.2288491616349138,1
2.670575987408322,6.4592708260852065,1.846629629833795,0
2.6383453996650097,7.653182457511557,2.5805839068284424,0
2.913591624518012,4.73265243711195,0.45220528369448054,0
2.5065009459389533,6.372320636720678,2.1649301906759963,0
3.226767038578658,5.683342005738352,2.5396056357208767,1
2.367671583381022,7.689802933217672,0.964989627954111,0
3.8600845832948094,4.691701714644848,2.80062783024485,0
2.812833673882503,4.660278157819224,2.2369474852460898,0
2.0714212217918586,4.900607354555978,1.709298460269439,0
1.964553750969444,3.376104275690193,2.4429473062743994,0
2.7412362076215926,4.974244978319239,3.589485000463077,0
2.3882686073370745,4.740867338446302,2.1273063785409465,0
2.857000247046046,5.650393786476208,2.1737544104102353,0
2.7366188122867725,5.8417559757771595,1.678447370321829,0
2.4635855436715635,7.376170839215886,1.4051089413746458,0
2.0766031409657977,6.45042383818605,2.5812350715809718,0
1.7425763876570677,4.923096344337597,1.400741321863793,0
2.2767425239664894,4.601585328651642,2.050096366053575,0
2.928199397161736,5.991919171506506,1.6656397872644184,0
2.607046872065102,4.179766792979358,2.335285878022474,0
1.877130610644006,7.331458765854354,2.2335634737008636,0
2.586590462925591,6.679440120721287,2.7262779609805294,0
2.6926586898644183,5.030824347895296,1.6429885208016772,1
2.0580712818994336,3.7868654709091225,1.8110875452946402,0
2.576862552972764,6.853872374165412,1.3148653989523849,0
2.529104359223,5.385460154747382,1.688994717946722,0
1.9285148510846883,6.737816311973462,2.2641103451313964,0
